date,ticker,close
2024-02-21,QQQ,53.3087
2024-02-22,QQQ,53.1936
2024-02-23,QQQ,53.0775
2024-02-24,QQQ,52.9615
2024-02-25,QQQ,52.8464
2024-02-26,QQQ,52.7332
2024-02-27,QQQ,52.6227
2024-02-28,QQQ,52.5157
2024-02-29,QQQ,52.413
2024-03-01,QQQ,52.3154
2024-03-02,QQQ,52.2236
2024-03-03,QQQ,52.1381
2024-03-04,QQQ,52.0596
2024-03-05,QQQ,51.9886
2024-03-06,QQQ,51.9254
2024-03-07,QQQ,51.8705
2024-03-08,QQQ,51.8242
2024-03-09,QQQ,51.7867
2024-03-10,QQQ,51.7582
2024-03-11,QQQ,51.7388
2024-03-12,QQQ,51.7284
2024-03-13,QQQ,51.727
2024-03-14,QQQ,51.7345
2024-03-15,QQQ,51.7507
2024-03-16,QQQ,51.7754
2024-03-17,QQQ,51.8082
2024-03-18,QQQ,51.8487
2024-03-19,QQQ,51.8964
2024-03-20,QQQ,51.951
2024-03-21,QQQ,52.0118
2024-03-22,QQQ,52.0783
2024-03-23,QQQ,52.1497
2024-03-24,QQQ,52.2254
2024-03-25,QQQ,52.3048
2024-03-26,QQQ,52.387
2024-03-27,QQQ,52.4714
2024-03-28,QQQ,52.5571
2024-03-29,QQQ,52.6434
2024-03-30,QQQ,52.7295
2024-03-31,QQQ,52.8147
2024-04-01,QQQ,52.8981
2024-04-02,QQQ,52.9791
2024-04-03,QQQ,53.057
2024-04-04,QQQ,53.131
2024-04-05,QQQ,53.2006
2024-04-06,QQQ,53.2652
2024-04-07,QQQ,53.3242
2024-04-08,QQQ,53.3773
2024-04-09,QQQ,53.4239
2024-04-10,QQQ,53.4637
2024-04-11,QQQ,53.4966
2024-04-12,QQQ,53.5222
2024-04-13,QQQ,53.5404
2024-04-14,QQQ,53.5513
2024-04-15,QQQ,53.5549
2024-04-16,QQQ,53.5512
2024-04-17,QQQ,53.5405
2024-04-18,QQQ,53.5231
2024-04-19,QQQ,53.4993
2024-04-20,QQQ,53.4694
2024-04-21,QQQ,53.4341
2024-04-22,QQQ,53.3937
2024-04-23,QQQ,53.349
2024-04-24,QQQ,53.3006
2024-04-25,QQQ,53.2491
2024-04-26,QQQ,53.1952
2024-04-27,QQQ,53.1398
2024-04-28,QQQ,53.0836
2024-04-29,QQQ,53.0275
2024-04-30,QQQ,52.9721
2024-05-01,QQQ,52.9184
2024-05-02,QQQ,52.8672
2024-05-03,QQQ,52.8192
2024-05-04,QQQ,52.7752
2024-05-05,QQQ,52.736
2024-05-06,QQQ,52.7023
2024-05-07,QQQ,52.6748
2024-05-08,QQQ,52.6542
2024-05-09,QQQ,52.641
2024-05-10,QQQ,52.6359
2024-05-11,QQQ,52.6392
2024-05-12,QQQ,52.6516
2024-05-13,QQQ,52.6733
2024-05-14,QQQ,52.7047
2024-05-15,QQQ,52.746
2024-05-16,QQQ,52.7974
2024-05-17,QQQ,52.859
2024-05-18,QQQ,52.9308
2024-05-19,QQQ,53.0128
2024-05-20,QQQ,53.105
2024-05-21,QQQ,53.2071
2024-05-22,QQQ,53.3188
2024-05-23,QQQ,53.4398
2024-05-24,QQQ,53.5697
2024-05-25,QQQ,53.7081
2024-05-26,QQQ,53.8543
2024-05-27,QQQ,54.0079
2024-05-28,QQQ,54.168
2024-05-29,QQQ,54.334
2024-05-30,QQQ,54.5051
2024-05-31,QQQ,54.6804
2024-06-01,QQQ,54.8591
2024-06-02,QQQ,55.0403
2024-06-03,QQQ,55.2229
2024-06-04,QQQ,55.4061
2024-06-05,QQQ,55.5888
2024-06-06,QQQ,55.7699
2024-06-07,QQQ,55.9486
2024-06-08,QQQ,56.1238
2024-06-09,QQQ,56.2945
2024-06-10,QQQ,56.4597
2024-06-11,QQQ,56.6185
2024-06-12,QQQ,56.77
2024-06-13,QQQ,56.9133
2024-06-14,QQQ,57.0476
2024-06-15,QQQ,57.1722
2024-06-16,QQQ,57.2864
2024-06-17,QQQ,57.3896
2024-06-18,QQQ,57.4814
2024-06-19,QQQ,57.5612
2024-06-20,QQQ,57.6287
2024-06-21,QQQ,57.6837
2024-06-22,QQQ,57.7261
2024-06-23,QQQ,57.7558
2024-06-24,QQQ,57.7728
2024-06-25,QQQ,57.7774
2024-06-26,QQQ,57.7696
2024-06-27,QQQ,57.75
2024-06-28,QQQ,57.7189
2024-06-29,QQQ,57.6767
2024-06-30,QQQ,57.6243
2024-07-01,QQQ,57.562
2024-07-02,QQQ,57.4909
2024-07-03,QQQ,57.4115
2024-07-04,QQQ,57.3248
2024-07-05,QQQ,57.2317
2024-07-06,QQQ,57.133
2024-07-07,QQQ,57.0298
2024-07-08,QQQ,56.923
2024-07-09,QQQ,56.8136
2024-07-10,QQQ,56.7026
2024-07-11,QQQ,56.591
2024-07-12,QQQ,56.4797
2024-07-13,QQQ,56.3696
2024-07-14,QQQ,56.2618
2024-07-15,QQQ,56.1571
2024-07-16,QQQ,56.0562
2024-07-17,QQQ,55.9601
2024-07-18,QQQ,55.8694
2024-07-19,QQQ,55.7848
2024-07-20,QQQ,55.7069
2024-07-21,QQQ,55.6363
2024-07-22,QQQ,55.5734
2024-07-23,QQQ,55.5187
2024-07-24,QQQ,55.4725
2024-07-25,QQQ,55.4351
2024-07-26,QQQ,55.4066
2024-07-27,QQQ,55.3871
2024-07-28,QQQ,55.3768
2024-07-29,QQQ,55.3754
2024-07-30,QQQ,55.383
2024-07-31,QQQ,55.3993
2024-08-01,QQQ,55.424
2024-08-02,QQQ,55.4569
2024-08-03,QQQ,55.4975
2024-08-04,QQQ,55.5454
2024-08-05,QQQ,55.6
2024-08-06,QQQ,55.6608
2024-08-07,QQQ,55.7271
2024-08-08,QQQ,55.7983
2024-08-09,QQQ,55.8736
2024-08-10,QQQ,55.9524
2024-08-11,QQQ,56.0338
2024-08-12,QQQ,56.117
2024-08-13,QQQ,56.2013
2024-08-14,QQQ,56.2858
2024-08-15,QQQ,56.3696
2024-08-16,QQQ,56.4521
2024-08-17,QQQ,56.5324
2024-08-18,QQQ,56.6097
2024-08-19,QQQ,56.6833
2024-08-20,QQQ,56.7525
2024-08-21,QQQ,56.8166
2024-08-22,QQQ,56.875
2024-08-23,QQQ,56.9272
2024-08-24,QQQ,56.9727
2024-08-25,QQQ,57.011
2024-08-26,QQQ,57.0418
2024-08-27,QQQ,57.0648
2024-08-28,QQQ,57.0799
2024-08-29,QQQ,57.0869
2024-08-30,QQQ,57.0858
2024-08-31,QQQ,57.0767
2024-09-01,QQQ,57.0596
2024-09-02,QQQ,57.0349
2024-09-03,QQQ,57.0028
2024-09-04,QQQ,56.9636
2024-09-05,QQQ,56.918
2024-09-06,QQQ,56.8663
2024-09-07,QQQ,56.8092
2024-09-08,QQQ,56.7474
2024-09-09,QQQ,56.6815
2024-09-10,QQQ,56.6123
2024-09-11,QQQ,56.5405
2024-09-12,QQQ,56.4671
2024-09-13,QQQ,56.3929
2024-09-14,QQQ,56.3187
2024-09-15,QQQ,56.2454
2024-09-16,QQQ,56.174
2024-09-17,QQQ,56.1053
2024-09-18,QQQ,56.0401
2024-09-19,QQQ,55.9794
2024-09-20,QQQ,55.9239
2024-09-21,QQQ,55.8745
2024-09-22,QQQ,55.8319
2024-09-23,QQQ,55.7969
2024-09-24,QQQ,55.77
2024-09-25,QQQ,55.752
2024-09-26,QQQ,55.7434
2024-09-27,QQQ,55.7447
2024-09-28,QQQ,55.7563
2024-09-29,QQQ,55.7786
2024-09-30,QQQ,55.8119
2024-10-01,QQQ,55.8564
2024-10-02,QQQ,55.9122
2024-10-03,QQQ,55.9794
2024-10-04,QQQ,56.0581
2024-10-05,QQQ,56.148
2024-10-06,QQQ,56.2491
2024-10-07,QQQ,56.3611
2024-10-08,QQQ,56.4837
2024-10-09,QQQ,56.6164
2024-10-10,QQQ,56.7588
2024-10-11,QQQ,56.9103
2024-10-12,QQQ,57.0704
2024-10-13,QQQ,57.2382
2024-10-14,QQQ,57.4132
2024-10-15,QQQ,57.5943
2024-10-16,QQQ,57.7809
2024-10-17,QQQ,57.9719
2024-10-18,QQQ,58.1664
2024-10-19,QQQ,58.3634
2024-10-20,QQQ,58.5619
2024-10-21,QQQ,58.7608
2024-10-22,QQQ,58.9591
2024-10-23,QQQ,59.1556
2024-10-24,QQQ,59.3493
2024-10-25,QQQ,59.5392
2024-10-26,QQQ,59.7241
2024-10-27,QQQ,59.9031
2024-10-28,QQQ,60.0752
2024-10-29,QQQ,60.2394
2024-10-30,QQQ,60.395
2024-10-31,QQQ,60.5409
2024-11-01,QQQ,60.6766
2024-11-02,QQQ,60.8012
2024-11-03,QQQ,60.9143
2024-11-04,QQQ,61.0153
2024-11-05,QQQ,61.1038
2024-11-06,QQQ,61.1796
2024-11-07,QQQ,61.2423
2024-11-08,QQQ,61.2918
2024-11-09,QQQ,61.3282
2024-11-10,QQQ,61.3516
2024-11-11,QQQ,61.3622
2024-11-12,QQQ,61.3602
2024-11-13,QQQ,61.346
2024-11-14,QQQ,61.3202
2024-11-15,QQQ,61.2832
2024-01-01,XLF,30.0273
2024-01-02,XLF,30.058
2024-01-03,XLF,30.0922
2024-01-04,XLF,30.1296
2024-01-05,XLF,30.1702
2024-01-06,XLF,30.2139
2024-01-07,XLF,30.2605
2024-01-08,XLF,30.3099
2024-01-09,XLF,30.3617
2024-01-10,XLF,30.4158
2024-01-11,XLF,30.4719
2024-01-12,XLF,30.5298
2024-01-13,XLF,30.5892
2024-01-14,XLF,30.6497
2024-01-15,XLF,30.711
2024-01-16,XLF,30.7728
2024-01-17,XLF,30.8349
2024-01-18,XLF,30.8967
2024-01-19,XLF,30.958
2024-01-20,XLF,31.0184
2024-01-21,XLF,31.0776
2024-01-22,XLF,31.1352
2024-01-23,XLF,31.1909
2024-01-24,XLF,31.2443
2024-01-25,XLF,31.2952
2024-01-26,XLF,31.3433
2024-01-27,XLF,31.3882
2024-01-28,XLF,31.4297
2024-01-29,XLF,31.4676
2024-01-30,XLF,31.5016
2024-01-31,XLF,31.5317
2024-02-01,XLF,31.5575
2024-02-02,XLF,31.5791
2024-02-03,XLF,31.5962
2024-02-04,XLF,31.6089
2024-02-05,XLF,31.6172
2024-02-06,XLF,31.6209
2024-02-07,XLF,31.6202
2024-02-08,XLF,31.6152
2024-02-09,XLF,31.6059
2024-02-10,XLF,31.5925
2024-02-11,XLF,31.5752
2024-02-12,XLF,31.5541
2024-02-13,XLF,31.5295
2024-02-14,XLF,31.5016
2024-02-15,XLF,31.4706
2024-02-16,XLF,31.437
2024-02-17,XLF,31.4009
2024-02-18,XLF,31.3628
2024-02-19,XLF,31.3229
2024-02-20,XLF,31.2815
2024-02-21,XLF,31.2391
2024-02-22,XLF,31.196
2024-02-23,XLF,31.1525
2024-02-24,XLF,31.1089
2024-02-25,XLF,31.0657
2024-02-26,XLF,31.0232
2024-02-27,XLF,30.9816
2024-02-28,XLF,30.9413
2024-02-29,XLF,30.9026
2024-03-01,XLF,30.8658
2024-03-02,XLF,30.8311
2024-03-03,XLF,30.7988
2024-03-04,XLF,30.7691
2024-03-05,XLF,30.7422
2024-03-06,XLF,30.7182
2024-03-07,XLF,30.6974
2024-03-08,XLF,30.6798
2024-03-09,XLF,30.6654
2024-03-10,XLF,30.6545
2024-03-11,XLF,30.647
2024-03-12,XLF,30.6428
2024-03-13,XLF,30.6421
2024-03-14,XLF,30.6448
2024-03-15,XLF,30.6507
2024-03-16,XLF,30.6598
2024-03-17,XLF,30.6719
2024-03-18,XLF,30.687
2024-03-19,XLF,30.7048
2024-03-20,XLF,30.7252
2024-03-21,XLF,30.7479
2024-03-22,XLF,30.7727
2024-03-23,XLF,30.7993
2024-03-24,XLF,30.8276
2024-03-25,XLF,30.8572
2024-03-26,XLF,30.8879
2024-03-27,XLF,30.9193
2024-03-28,XLF,30.9513
2024-03-29,XLF,30.9834
2024-03-30,XLF,31.0155
2024-03-31,XLF,31.0472
2024-04-01,XLF,31.0782
2024-04-02,XLF,31.1083
2024-04-03,XLF,31.1371
2024-04-04,XLF,31.1646
2024-04-05,XLF,31.1904
2024-04-06,XLF,31.2143
2024-04-07,XLF,31.2361
2024-04-08,XLF,31.2557
2024-04-09,XLF,31.2728
2024-04-10,XLF,31.2875
2024-04-11,XLF,31.2995
2024-04-12,XLF,31.3088
2024-04-13,XLF,31.3154
2024-04-14,XLF,31.3193
2024-04-15,XLF,31.3204
2024-04-16,XLF,31.3189
2024-04-17,XLF,31.3147
2024-04-18,XLF,31.308
2024-04-19,XLF,31.2989
2024-04-20,XLF,31.2876
2024-04-21,XLF,31.2743
2024-04-22,XLF,31.259
2024-04-23,XLF,31.2422
2024-04-24,XLF,31.2239
2024-04-25,XLF,31.2045
2024-04-26,XLF,31.1842
2024-04-27,XLF,31.1634
2024-04-28,XLF,31.1422
2024-04-29,XLF,31.1211
2024-04-30,XLF,31.1002
2024-05-01,XLF,31.0799
2024-05-02,XLF,31.0606
2024-05-03,XLF,31.0424
2024-05-04,XLF,31.0258
2024-05-05,XLF,31.0109
2024-05-06,XLF,30.9981
2024-05-07,XLF,30.9876
2024-05-08,XLF,30.9797
2024-05-09,XLF,30.9746
2024-05-10,XLF,30.9725
2024-05-11,XLF,30.9735
2024-05-12,XLF,30.9779
2024-05-13,XLF,30.9859
2024-05-14,XLF,30.9974
2024-05-15,XLF,31.0127
2024-05-16,XLF,31.0317
2024-05-17,XLF,31.0546
2024-05-18,XLF,31.0812
2024-05-19,XLF,31.1117
2024-05-20,XLF,31.1459
2024-05-21,XLF,31.1838
2024-05-22,XLF,31.2252
2024-05-23,XLF,31.2702
2024-05-24,XLF,31.3183
2024-05-25,XLF,31.3696
2024-05-26,XLF,31.4238
2024-05-27,XLF,31.4806
2024-05-28,XLF,31.5398
2024-05-29,XLF,31.6011
2024-05-30,XLF,31.6642
2024-05-31,XLF,31.7288
2024-06-01,XLF,31.7946
2024-06-02,XLF,31.8612
2024-06-03,XLF,31.9283
2024-06-04,XLF,31.9955
2024-06-05,XLF,32.0624
2024-06-06,XLF,32.1287
2024-06-07,XLF,32.194
2024-06-08,XLF,32.258
2024-06-09,XLF,32.3202
2024-06-10,XLF,32.3803
2024-06-11,XLF,32.4381
2024-06-12,XLF,32.4931
2024-06-13,XLF,32.5451
2024-06-14,XLF,32.5938
2024-06-15,XLF,32.6389
2024-06-16,XLF,32.6801
2024-06-17,XLF,32.7174
2024-06-18,XLF,32.7505
2024-06-19,XLF,32.7792
2024-06-20,XLF,32.8035
2024-06-21,XLF,32.8232
2024-06-22,XLF,32.8383
2024-06-23,XLF,32.8489
2024-06-24,XLF,32.8548
2024-06-25,XLF,32.8563
2024-06-26,XLF,32.8533
2024-06-27,XLF,32.8459
2024-06-28,XLF,32.8345
2024-06-29,XLF,32.819
2024-06-30,XLF,32.7998
2024-07-01,XLF,32.777
2024-07-02,XLF,32.751
2024-07-03,XLF,32.7221
2024-07-04,XLF,32.6904
2024-07-05,XLF,32.6564
2024-07-06,XLF,32.6204
2024-07-07,XLF,32.5827
2024-07-08,XLF,32.5436
2024-07-09,XLF,32.5036
2024-07-10,XLF,32.463
2024-07-11,XLF,32.4221
2024-07-12,XLF,32.3813
2024-07-13,XLF,32.341
2024-07-14,XLF,32.3014
2024-07-15,XLF,32.2629
2024-07-16,XLF,32.2259
2024-07-17,XLF,32.1905
2024-07-18,XLF,32.1571
2024-07-19,XLF,32.1259
2024-07-20,XLF,32.0971
2024-07-21,XLF,32.071
2024-07-22,XLF,32.0478
2024-07-23,XLF,32.0275
2024-07-24,XLF,32.0103
2024-07-25,XLF,31.9964
2024-07-26,XLF,31.9857
2024-07-27,XLF,31.9784
2024-07-28,XLF,31.9744
2024-07-29,XLF,31.9737
2024-07-30,XLF,31.9762
2024-07-31,XLF,31.982
2024-08-01,XLF,31.9909
2024-08-02,XLF,32.0028
2024-08-03,XLF,32.0175
2024-08-04,XLF,32.0349
2024-08-05,XLF,32.0547
2024-08-06,XLF,32.0768
